"Site","Location","Rep","Collection.Date","Notes","Original_Liq_CH4_umol","Original_Liq_CO2_umol"
"Deans","Fresh bubbles",1,"8/31/2022",NA,NA,NA
"Deans","Fresh bubbles",2,"8/31/2022",NA,NA,NA
"Deans","Fresh bubbles",3,"8/31/22",NA,NA,NA
"Deans","Fresh bubbles",3,"8/31/22","Rerun",NA,NA
"Picks","P1D",2,"9/13/2022",NA,NA,NA
"Picks","P1D",2,"9/13/2022","Rerun",NA,NA
"Picks","P1D",4,"9/13/2022","Outside std curve but did not rerun",NA,NA
"Picks","P5A",5,"9/13/2022",NA,NA,NA
"Picks","P1D",7,"9/14/2022",NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"Catfish","zero air",NA,"7/28/2022",NA,NA,NA
"Catfish","zero air",NA,"7/28/2022",NA,NA,NA
"Catfish","zero air",NA,"7/28/2022",NA,NA,NA
"Catfish","top",1,"7/28/2022",NA,0.485497467857816,46.9300723302909
"Catfish","top",2,"7/28/2022",NA,0.694436320891711,54.6737609488564
"Catfish","top",3,"7/28/2022","Hard to pull",0.215448836788968,57.611349609887
"Catfish","bottom",1,"7/28/2022","Hard to pull; double peak",NA,277.39278917947
"Catfish","bottom",1,"7/28/2022","Possibly could not retrieve enough gas",0.279368490817902,22.5509118581078
"Catfish","bottom",2,"7/28/2022",NA,128.843729393362,194.416858187617
"Catfish","bottom",2,"7/28/2022",NA,211.980034065361,240.985149415436
"Catfish","bottom",3,"7/28/2022",NA,491.223771548006,529.886678033104
"Catfish","outlet",1,"7/28/2022",NA,0.0728347414179372,109.958597348331
NA,NA,NA,NA,"Didn't properly flush the sample loop",NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"Catfish","outlet",2,"7/28/2022",NA,0.0555390069369731,102.624233574789
"Catfish","outlet",3,"7/28/2022",NA,0.0521946995559087,93.4798257419641
