Location,Trap #,Trip,Date,Gas Vol,Vial #,Emptied?,Anemometer,Start,End,YSI Top Temp,YSI Top Pressure,YSI Top DO %L,YSI Top DO mg/L,YSI Top SPC,YSI Top C,YSI Top pH,YSI Bottom Temp,YSI Bottom Pressure,YSI Bottom DO %L,YSI Bottom DO mg/L,YSI Bottom SPC,YSI Bottom C,YSI Bottom pH,Macrophyte/Shade,Notes
Catfish,C2A,5,9/6/2022,0.0,N/A,No,0.2,22:03:24.213,22:10:49.289,26.2,747.1,68.3,5.36,59.6,61,7.3,25.9,747,65.3,5.22,59.7,60.6,7.24,,
Catfish,C2B,5,9/6/2022,0.1,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C2C,5,9/6/2022,0.5,N/A,No,0.1,22:13:08.289,22:17:51.987,26.3,747,62.3,4.93,59.5,60.9,7.23,25.4,747.1,55.4,4.47,59.2,59.6,7.1,,
Catfish,C2D,5,9/6/2022,0.3,N/A,No,0.0,22:19:15.592,22:20:25.490,,,,,,,,,,,,,,,,
Catfish,C2E,5,9/6/2022,0.4,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3A,5,9/6/2022,0.3,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3B,5,9/6/2022,0.4,N/A,No,0.0,22:22:35.194,22:23:43.187,,,,,,,,,,,,,,,,
Catfish,C3C,5,9/6/2022,0.1,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3D,5,9/6/2022,0.5,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3E,5,9/6/2022,0.0,N/A,No,0.0,22:25:18.197,22:26:29.192,,,,,,,,,,,,,,,,
Catfish,C4A,5,9/6/2022,0.3,N/A,No,0.0,22:28:06.094,22:32:41.891,26.1,747.1,61.1,4.88,59.9,61.2,7.23,26,747.1,54.1,4.32,59.9,61,7.21,,
Catfish,C4B,5,9/6/2022,4.7,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C4C,5,9/6/2022,2.7,N/A,No,0.3,22:36:01.792,22:41:10.396,26.1,747.6,58.3,4.65,60,61.3,7.2,26,747,56,4.47,60.3,61.5,7.16,,
Catfish,C4D,5,9/6/2022,5.0,N/A,No,0.0,22:42:50.292,22:43:57.291,,,,,,,,,,,,,,,,
Catfish,C4E,5,9/6/2022,0.5,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5A,5,9/6/2022,14.5,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5B,5,9/6/2022,5.0,N/A,No,0.0,22:46:53.187,22:48:04.097,,,,,,,,,,,,,,,,
Catfish,C5C,5,9/6/2022,12.0,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5D,5,9/6/2022,0.5,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5E,5,9/6/2022,6.0,N/A,No,0.0,22:50:12.899,22:51:37.890,,,,,,,,,,,,,,,,
Catfish,C1A,6,9/7/2022,0.2,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C1B,6,9/7/2022,0.6,N/A,No,0.0/0.0,01:02:31.363,01:04:35.070,,,,,,,,,,,,,,,,
Catfish,C1C,6,9/7/2022,0.5,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C1D,6,9/7/2022,0.1,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C1E,6,9/7/2022,0.3,N/A,No,0.1/0.1,01:06:27.956,01:07:45.761,,,,,,,,,,,,,,,,
Catfish,C2A,6,9/7/2022,0.0,N/A,No,0.0/0.0,01:09:38.658,01:12:35.559,25.8,746.7,60.4,4.83,59.6,60.5,7.39,25.8,746.7,33.1,2.66,59.8,60.6,7.17,,
Catfish,C2B,6,9/7/2022,0.3,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C2C,6,9/7/2022,2.4,N/A,No,0.0/0.0,01:17:03.878,01:21:01.565,25.8,746.7,63.9,5.11,59.4,60.3,7.22,25.4,746.7,51.6,4.1,59.2,59.6,7.11,,
Catfish,C2D,6,9/7/2022,0.2,N/A,No,0.0/0.0,01:24:07.461,01:25:42.364,,,,,,,,,,,,,,,,
Catfish,C2E,6,9/7/2022,0.5,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3A,6,9/7/2022,0.4,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3B,6,9/7/2022,0.4,N/A,No,0.0/0.0,01:28:33.163,01:29:57.967,,,,,,,,,,,,,,,,
Catfish,C3C,6,9/7/2022,0.1,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3D,6,9/7/2022,0.5,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3E,6,9/7/2022,0.0,N/A,No,0.0/0.0,01:31:46.869,01:33:18.771,,,,,,,,,,,,,,,,
Catfish,C4A,6,9/7/2022,0.3,N/A,No,0.1/0.1,01:35:12.579,01:37:23.472,25.7,746.5,58.3,4.66,6.02,6.1,7.17,25.8,746.5,48.6,3.81,60.5,61.3,7.09,,
Catfish,C4B,6,9/7/2022,7.3,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C4C,6,9/7/2022,5.0,N/A,No,0.0/0.1,01:40:52.872,01:42:29.764,25.7,746.4,60.9,4.88,60.1,60.9,7.14,25.6,746.3,32.9,2.62,62.9,63.6,6.94,,
Catfish,C4D,6,9/7/2022,2.9,N/A,No,0.0/0.1,01:51:12.469,01:52:25.373,,,,,,,,,,,,,,,,
Catfish,C4E,6,9/7/2022,0.5,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5A,6,9/7/2022,22.5,0239,Yes,,,,,,,,,,,,,,,,,,,
Catfish,C5B,6,9/7/2022,5.0,N/A,No,0.0/0.0,01:56:43.065,01:57:53.068,,,,,,,,,,,,,,,,
Catfish,C5C,6,9/7/2022,10.4,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5D,6,9/7/2022,5.1,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5E,6,9/7/2022,5.4,N/A,No,0.0/0.0,02:00:25.967,02:01:46.887,,,,,,,,,,,,,,,,
Catfish,C1A,7,9/7/2022,0.2,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C1B,7,9/7/2022,0.8,N/A,No,0.2/0.0,04:12:07.379,04:13:20.193,,,,,,,,,,,,,,,,
Catfish,C1C,7,9/7/2022,0.5,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C1D,7,9/7/2022,0.2,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C1E,7,9/7/2022,0.3,N/A,No,0.0/0.0,04:15:40.970,04:16:40.706,,,,,,,,,,,,,,,,
Catfish,C2A,7,9/7/2022,0.0,N/A,No,0.0/0.0,04:18:43.574,04:22:08.373,25.5,745.8,55.7,4.47,59.5,60.1,7.31,25.5,745.7,52.6,4.22,59.5,60.1,7.2,,
Catfish,C2B,7,9/7/2022,0.1,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C2C,7,9/7/2022,2.5,N/A,No,0.2/0.3,04:25:53.075,04:28:32.794,25.5,745.8,61.8,4.95,59.4,60,7.2,25.3,745.7,43,3.4,59.7,60.1,7.08,,
Catfish,C2D,7,9/7/2022,0.3,N/A,No,0.1/0.1,04:31:21.382,04:32:27.276,,,,,,,,,,,,,,,,
Catfish,C2E,7,9/7/2022,0.4,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3A,7,9/7/2022,2.2,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3B,7,9/7/2022,0.5,N/A,No,0.0/0.0,04:35:50.080,04:36:50.974,,,,,,,,,,,,,,,,
Catfish,C3C,7,9/7/2022,0.4,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3D,7,9/7/2022,0.8,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3E,7,9/7/2022,N/A,N/A,No,0.0/0.0,04:39:58.879,04:41:48.690,,,,,,,,,,,,,,,Tipped over,
Catfish,C4A,7,9/7/2022,1.0,N/A,No,0.0/0.2,04:43:37.676,04:48:16.382,25.5,745.8,52.6,4.22,60.2,60.7,7.1,25.5,745.8,40.9,3.29,60.8,61.4,7,,
Catfish,C4B,7,9/7/2022,10.0,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C4C,7,9/7/2022,4.8,N/A,No,0.0/0.0,04:52:21.190,04:54:54.176,25.4,745.7,48.9,4.01,60.6,61,7.02,25.4,745.7,24.8,2,63.8,64,6.88,,
Catfish,C4D,7,9/7/2022,9.8,N/A,No,0.0/0.1,04:58:46.978,05:00:13.981,,,,,,,,,,,,,,,,
Catfish,C4E,7,9/7/2022,0.5,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5A,7,9/7/2022,2.5,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5B,7,9/7/2022,12.3,N/A,No,0.0/0.0,05:03:49.680,05:04:50.581,,,,,,,,,,,,,,,,
Catfish,C5C,7,9/7/2022,12.2,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5D,7,9/7/2022,7.2,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5E,7,9/7/2022,10.0,N/A,No,0.0/0.0,05:07:14.581,05:09:04.480,,,,,,,,,,,,,,,,
Catfish,C1A,8,9/7/2022,0.3,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C1B,8,9/7/2022,2.2,N/A,No,0.1/0.2,07:07:00.781,07:08:01.579,,,,,,,,,,,,,,,,
Catfish,C1C,8,9/7/2022,2.8,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C1D,8,9/7/2022,0.2,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C1E,8,9/7/2022,0.3,N/A,No,0.0/0.0,07:10:45.372,07:11:48.198,,,,,,,,,,,,,,,,
Catfish,C2A,8,9/7/2022,0.0,N/A,No,0.0/0.0,07:13:34.082,07:17:45.876,25.3,745.7,55.8,4.5,59.5,59.9,7.15,25.3,745.7,57.6,4.67,59.5,59.9,7.12,,
Catfish,C2B,8,9/7/2022,0.4,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C2C,8,9/7/2022,4.5,N/A,No,0.0/0.1,07:20:35.574,07:22:49.304,25.3,745.7,60.2,4.85,59.3,59.7,7.17,25.2,745.7,15.9,1.28,61.5,61.6,7,,
Catfish,C2D,8,9/7/2022,0.3,N/A,No,0.0/0.0,07:25:56.170,07:27:07.977,,,,,,,,,,,,,,,,
Catfish,C2E,8,9/7/2022,0.4,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3A,8,9/7/2022,2.5,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3B,8,9/7/2022,0.5,N/A,No,0.2/0.1,07:29:31.887,07:30:48.678,,,,,,,,,,,,,,,,
Catfish,C3C,8,9/7/2022,0.4,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3D,8,9/7/2022,1.0,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C3E,8,9/7/2022,0.0,N/A,No,0.0/0.0,07:32:19.675,07:33:34.576,,,,,,,,,,,,,,,,
Catfish,C4A,8,9/7/2022,2.1,N/A,No,0.0/0.0,07:36:15.485,07:37:18.262,25.2,745.7,54.1,4.35,60.2,60.4,7.1,25.2,745.8,45.8,3.7,60.4,60.6,7.07,,
Catfish,C4B,8,9/7/2022,10.0,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C4C,8,9/7/2022,7.4,N/A,No,0.0/0.1,07:39:42.279,07:41:43.075,25.1,745.8,44,3.56,60.7,60.8,7.05,25.1,745.8,24.6,1.99,61.6,61.7,6.97,,
Catfish,C4D,8,9/7/2022,8.0,N/A,No,0.4/0.5,07:45:53.979,07:46:58.883,,,,,,,,,,,,,,,,
Catfish,C4E,8,9/7/2022,0.7,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5A,8,9/7/2022,15.0,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5B,8,9/7/2022,12.5,N/A,No,0.0/0.0,07:50:03.784,07:51:32.679,,,,,,,,,,,,,,,,
Catfish,C5C,8,9/7/2022,12.9,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5D,8,9/7/2022,7.4,N/A,No,,,,,,,,,,,,,,,,,,,
Catfish,C5E,8,9/7/2022,12.4,N/A,No,0.0/0.0,07:53:39.578,07:55:16.579,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
