"","site","date","period","gas","sum_flux"
"85","Catfish","2022-09-06",4,"CH4",14.0820251240917
"86","Catfish","2022-09-06",4,"CH4",19.9472931402029
"87","Catfish","2022-09-06",4,"CH4",14.0898171356271
"88","Catfish","2022-09-06",4,"CH4",22.3585864027214
"89","Catfish","2022-09-06",4,"CH4",17.922445235328
"90","Catfish","2022-09-06",4,"CH4",21.5057000652799
"91","Catfish","2022-09-06",4,"CH4",15.1959626622939
"92","Catfish","2022-09-06",4,"CH4",20.6926479615985
"93","Catfish","2022-09-06",4,"CH4",7.32162080418549
"94","Catfish","2022-09-06",4,"CH4",25.1816585945461
"95","Catfish","2022-09-06",4,"CH4",16.3559683163127
"96","Catfish","2022-09-06",4,"CH4",13.3186362998082
"97","Catfish","2022-09-06",4,"CH4",15.4312834550648
"98","Catfish","2022-09-06",4,"CH4",12.9709466161498
"99","Catfish","2022-09-06",4,"CH4",10.8738187807336
"100","Catfish","2022-09-06",4,"CH4",13.5714767373748
"101","Catfish","2022-09-06",5,"CH4",4.74947316166228
"102","Catfish","2022-09-06",5,"CH4",4.90698390476289
"103","Catfish","2022-09-06",5,"CH4",4.65566676572218
"104","Catfish","2022-09-06",5,"CH4",5.61311890828371
"105","Catfish","2022-09-06",5,"CH4",5.47505322587959
"106","Catfish","2022-09-06",5,"CH4",5.9193010114641
"107","Catfish","2022-09-06",5,"CH4",3.83194477580627
"108","Catfish","2022-09-06",5,"CH4",5.02022126343019
"109","Catfish","2022-09-06",5,"CH4",5.80543314970474
"110","Catfish","2022-09-06",5,"CH4",5.49206957420606
"111","Catfish","2022-09-06",5,"CH4",4.71192560848441
"112","Catfish","2022-09-06",5,"CH4",5.31607846279792
"113","Catfish","2022-09-06",5,"CH4",5.31324622736058
"114","Catfish","2022-09-06",5,"CH4",5.93396859779758
"115","Catfish","2022-09-06",5,"CH4",5.42160120195798
"116","Catfish","2022-09-06",5,"CH4",4.98533264884471
"117","Catfish","2022-09-06",5,"CH4",5.23127020832211
"118","Catfish","2022-09-06",5,"CH4",5.21335291595524
"119","Catfish","2022-09-06",5,"CH4",4.0797509915495
"120","Catfish","2022-09-06",5,"CH4",5.76560427640941
"121","Catfish","2022-09-06",5,"CH4",4.36288741894683
"122","Catfish","2022-09-06",5,"CH4",4.62746529631517
"123","Catfish","2022-09-06",5,"CH4",6.23017419677825
"124","Catfish","2022-09-06",5,"CH4",4.92193720738045
"125","Catfish","2022-09-06",5,"CH4",4.45279876581665
"126","Catfish","2022-09-06",6,"CH4",6.22933696948956
"127","Catfish","2022-09-06",6,"CH4",5.37295156821763
"128","Catfish","2022-09-06",6,"CH4",3.89204970156808
"129","Catfish","2022-09-06",6,"CH4",6.64947051757826
"130","Catfish","2022-09-06",6,"CH4",5.74220466129824
"131","Catfish","2022-09-06",6,"CH4",5.68093072185981
"132","Catfish","2022-09-06",6,"CH4",7.26664704355919
"133","Catfish","2022-09-06",6,"CH4",5.35828750307159
"134","Catfish","2022-09-06",6,"CH4",5.47661460498208
"135","Catfish","2022-09-06",6,"CH4",5.29165885564978
"136","Catfish","2022-09-06",6,"CH4",5.17015148286099
"137","Catfish","2022-09-06",6,"CH4",5.88557504912148
"138","Catfish","2022-09-06",6,"CH4",7.96601305487048
"139","Catfish","2022-09-06",6,"CH4",5.65816426089195
"140","Catfish","2022-09-06",6,"CH4",5.71032337265926
"141","Catfish","2022-09-06",6,"CH4",5.39066751961682
"142","Catfish","2022-09-06",6,"CH4",4.1652481185924
"143","Catfish","2022-09-06",6,"CH4",4.6746771052365
"144","Catfish","2022-09-06",6,"CH4",6.79196629965715
"145","Catfish","2022-09-06",6,"CH4",7.06561503822009
"146","Catfish","2022-09-06",6,"CH4",6.32481190734441
"147","Catfish","2022-09-06",6,"CH4",5.40441456955137
"148","Catfish","2022-09-06",6,"CH4",4.5006233287925
"149","Catfish","2022-09-06",6,"CH4",5.4513460547643
"150","Catfish","2022-09-06",6,"CH4",5.57644901929166
"151","Catfish","2022-09-06",7,"CH4",6.2985669627796
"152","Catfish","2022-09-06",7,"CH4",6.1980076442168
"153","Catfish","2022-09-06",7,"CH4",4.84698730564564
"154","Catfish","2022-09-06",7,"CH4",5.96041065847707
"155","Catfish","2022-09-06",7,"CH4",4.76790999176439
"156","Catfish","2022-09-06",7,"CH4",5.08175488593519
"157","Catfish","2022-09-06",7,"CH4",7.07944637790822
"158","Catfish","2022-09-06",7,"CH4",5.00440739705231
"159","Catfish","2022-09-06",7,"CH4",7.04087654528803
"160","Catfish","2022-09-06",7,"CH4",5.97325022767966
"161","Catfish","2022-09-06",7,"CH4",6.94651670676711
"162","Catfish","2022-09-06",7,"CH4",8.21198196775676
"163","Catfish","2022-09-06",7,"CH4",6.00199862680078
"164","Catfish","2022-09-06",7,"CH4",5.06602682444875
"165","Catfish","2022-09-06",7,"CH4",5.97666117927788
"166","Catfish","2022-09-06",7,"CH4",5.46519463056315
"167","Catfish","2022-09-06",7,"CH4",6.8502387473301
"168","Catfish","2022-09-06",7,"CH4",6.97626914272022
"169","Catfish","2022-09-06",7,"CH4",6.97593004086454
"170","Catfish","2022-09-06",7,"CH4",4.86433934305214
"171","Catfish","2022-09-06",7,"CH4",7.13598400340105
"172","Catfish","2022-09-06",7,"CH4",6.42780498070091
"173","Catfish","2022-09-06",7,"CH4",6.07215851893429
"174","Catfish","2022-09-06",7,"CH4",4.07444392670154
"175","Catfish","2022-09-06",7,"CH4",8.04846939510121
"176","Catfish","2022-09-06",8,"CH4",10.5984674950437
"177","Catfish","2022-09-06",8,"CH4",17.4249377594211
"178","Catfish","2022-09-06",8,"CH4",5.37192129677168
"179","Catfish","2022-09-06",8,"CH4",9.81900489464223
"180","Catfish","2022-09-06",8,"CH4",7.8915376165081
"181","Catfish","2022-09-06",8,"CH4",9.03833177922913
"182","Catfish","2022-09-06",8,"CH4",11.0426530245185
"183","Catfish","2022-09-06",8,"CH4",10.82593381372
"184","Catfish","2022-09-06",8,"CH4",14.0437060531964
"185","Catfish","2022-09-06",8,"CH4",10.3632195284988
"186","Catfish","2022-09-06",8,"CH4",10.0304577779661
"187","Catfish","2022-09-06",8,"CH4",8.15139123468642
"188","Catfish","2022-09-06",8,"CH4",7.01070857855947
"189","Catfish","2022-09-06",8,"CH4",9.25071479553481
"190","Catfish","2022-09-06",8,"CH4",6.38327776044713
"191","Catfish","2022-09-06",8,"CH4",9.08230590210841
"192","Catfish","2022-09-06",8,"CH4",9.40464287555905
"193","Catfish","2022-09-06",8,"CH4",13.2581980919721
"194","Catfish","2022-09-06",8,"CH4",15.8127504766265
"195","Catfish","2022-09-06",8,"CH4",10.0451526543793
"196","Catfish","2022-09-06",8,"CH4",12.5597608185633
"197","Catfish","2022-09-06",8,"CH4",9.85714045397854
"198","Catfish","2022-09-06",8,"CH4",9.06681201965639
"199","Catfish","2022-09-06",8,"CH4",14.2245782752826
"200","Catfish","2022-09-06",8,"CH4",6.19923435006509
"201","Catfish","2022-09-06",9,"CH4",40.0541730017771
"202","Catfish","2022-09-06",9,"CH4",32.3455086145524
"203","Catfish","2022-09-06",9,"CH4",27.6780211261554
"204","Catfish","2022-09-06",9,"CH4",43.7722785957598
"205","Catfish","2022-09-06",9,"CH4",53.8967447912775
"206","Catfish","2022-09-06",9,"CH4",45.5216357660748
"207","Catfish","2022-09-06",9,"CH4",33.3102140801236
"208","Catfish","2022-09-06",9,"CH4",30.6498287468281
"209","Catfish","2022-09-06",9,"CH4",49.594749330431
"210","Catfish","2022-09-06",9,"CH4",46.9414467696087
"211","Catfish","2022-09-06",9,"CH4",53.5155246114826
"212","Catfish","2022-09-06",9,"CH4",35.5038242990458
"213","Catfish","2022-09-06",9,"CH4",39.0602044759177
"214","Catfish","2022-09-06",9,"CH4",60.4400137545118
"215","Catfish","2022-09-06",9,"CH4",30.7111628380177
"216","Catfish","2022-09-06",9,"CH4",45.8283788508137
"217","Catfish","2022-09-06",9,"CH4",37.8566038665967
"218","Catfish","2022-09-06",9,"CH4",46.9076858693429
"219","Catfish","2022-09-06",9,"CH4",30.321478157366
"220","Catfish","2022-09-06",9,"CH4",31.7786988964761
"221","Catfish","2022-09-06",9,"CH4",48.106970689297
"222","Catfish","2022-09-06",9,"CH4",36.7235872011837
"223","Catfish","2022-09-06",9,"CH4",46.3348340310271
"224","Catfish","2022-09-06",9,"CH4",49.7330754158385
"225","Catfish","2022-09-06",9,"CH4",38.1602517812006
"226","Catfish","2022-09-06",1,"CH4",3.88604169756205
"227","Catfish","2022-09-06",1,"CH4",3.32956280088593
"228","Catfish","2022-09-06",1,"CH4",2.58923467686312
"229","Catfish","2022-09-06",1,"CH4",2.21469008643024
"230","Catfish","2022-09-06",1,"CH4",2.09050346587572
"231","Catfish","2022-09-06",1,"CH4",2.83171805585237
"232","Catfish","2022-09-06",1,"CH4",3.7576955846931
"233","Catfish","2022-09-06",1,"CH4",4.59565442422154
"234","Catfish","2022-09-06",1,"CH4",6.76938057809968
"235","Catfish","2022-09-06",1,"CH4",3.27343602306652
"236","Catfish","2022-09-06",1,"CH4",2.08490023506211
"237","Catfish","2022-09-06",1,"CH4",6.06525013525727
"238","Catfish","2022-09-06",1,"CH4",1.86324444539456
"239","Catfish","2022-09-06",1,"CH4",3.0389997036269
"240","Catfish","2022-09-06",1,"CH4",3.77472057906681
"241","Catfish","2022-09-06",1,"CH4",4.77821904121931
"242","Catfish","2022-09-06",1,"CH4",4.07842618967824
"243","Catfish","2022-09-06",1,"CH4",2.56925297289325
"244","Catfish","2022-09-06",1,"CH4",4.00895684903388
"245","Catfish","2022-09-06",1,"CH4",4.07657630467293
"246","Catfish","2022-09-06",1,"CH4",4.68253973282928
"247","Catfish","2022-09-06",1,"CH4",3.43213083682479
"248","Catfish","2022-09-06",1,"CH4",2.40713736746344
"249","Catfish","2022-09-06",1,"CH4",2.85603741152653
"250","Catfish","2022-09-06",1,"CH4",3.50443820946393
"251","Catfish","2022-09-06",2,"CH4",4.23735306318167
"252","Catfish","2022-09-06",2,"CH4",3.06321018030555
"253","Catfish","2022-09-06",2,"CH4",4.61735234133127
"254","Catfish","2022-09-06",2,"CH4",2.37968532862864
"255","Catfish","2022-09-06",2,"CH4",4.09649522161629
"256","Catfish","2022-09-06",2,"CH4",4.20579789283014
"257","Catfish","2022-09-06",2,"CH4",3.72675020789985
"258","Catfish","2022-09-06",2,"CH4",3.7134289008799
"259","Catfish","2022-09-06",2,"CH4",4.3564714039324
"260","Catfish","2022-09-06",2,"CH4",4.93567466823009
"261","Catfish","2022-09-06",2,"CH4",6.33651720977959
"262","Catfish","2022-09-06",2,"CH4",3.48941272636002
"263","Catfish","2022-09-06",2,"CH4",5.10026007390818
"264","Catfish","2022-09-06",2,"CH4",4.25265788111348
"265","Catfish","2022-09-06",2,"CH4",4.76730886058468
"266","Catfish","2022-09-06",2,"CH4",5.57443933171538
"267","Catfish","2022-09-06",2,"CH4",2.40683924531706
"268","Catfish","2022-09-06",2,"CH4",3.65739344747637
"269","Catfish","2022-09-06",2,"CH4",2.07208879442994
"270","Catfish","2022-09-06",2,"CH4",4.39533908887729
"271","Catfish","2022-09-06",2,"CH4",3.48481508029765
"272","Catfish","2022-09-06",2,"CH4",4.05576608765927
"273","Catfish","2022-09-06",2,"CH4",5.5300266438033
"274","Catfish","2022-09-06",2,"CH4",4.32553531464133
"275","Catfish","2022-09-06",2,"CH4",6.00091175657318
"276","Catfish","2022-09-06",3,"CH4",6.94600885648457
"277","Catfish","2022-09-06",3,"CH4",6.87707616449025
"278","Catfish","2022-09-06",3,"CH4",6.92724447841301
"279","Catfish","2022-09-06",3,"CH4",9.11659227683886
"280","Catfish","2022-09-06",3,"CH4",4.90158409736089
"281","Catfish","2022-09-06",3,"CH4",4.41903757823562
"282","Catfish","2022-09-06",3,"CH4",4.14894990740057
"283","Catfish","2022-09-06",3,"CH4",7.62274268302067
"284","Catfish","2022-09-06",3,"CH4",6.71437338881598
"285","Catfish","2022-09-06",3,"CH4",7.02578251853948
"286","Catfish","2022-09-06",3,"CH4",6.64445645442365
"287","Catfish","2022-09-06",3,"CH4",6.77504547770381
"288","Catfish","2022-09-06",3,"CH4",7.90106851029565
"289","Catfish","2022-09-06",3,"CH4",6.20734035555449
"290","Catfish","2022-09-06",3,"CH4",3.70641634727623
"291","Catfish","2022-09-06",3,"CH4",10.4750376340181
"292","Catfish","2022-09-06",3,"CH4",8.80747040830891
"293","Catfish","2022-09-06",3,"CH4",7.47135183696474
"294","Catfish","2022-09-06",3,"CH4",5.84468634043073
"295","Catfish","2022-09-06",3,"CH4",5.05586113877266
"296","Catfish","2022-09-06",3,"CH4",4.8624682782428
"297","Catfish","2022-09-06",3,"CH4",4.09689489193015
"298","Catfish","2022-09-06",3,"CH4",6.57801130798028
"299","Catfish","2022-09-06",3,"CH4",7.71901553967869
"300","Catfish","2022-09-06",3,"CH4",5.06229915451841
"301","Catfish","2022-09-06",4,"CH4",15.1987489782645
"302","Catfish","2022-09-06",4,"CH4",9.51431526057315
"303","Catfish","2022-09-06",4,"CH4",13.9235361146737
"304","Catfish","2022-09-06",4,"CH4",13.3669440615073
"305","Catfish","2022-09-06",4,"CH4",11.0913702844012
"306","Catfish","2022-09-06",4,"CH4",15.757426134723
"307","Catfish","2022-09-06",4,"CH4",16.7268388177569
"308","Catfish","2022-09-06",4,"CH4",26.0047203591031
"309","Catfish","2022-09-06",4,"CH4",16.8789292519013
"310","Catfish","2022-09-06",4,"CH4",28.885497116259
"311","Catfish","2022-09-06",4,"CH4",23.3022883758415
"312","Catfish","2022-09-06",4,"CH4",12.3613680069376
"313","Catfish","2022-09-06",4,"CH4",17.1003566418431
"314","Catfish","2022-09-06",4,"CH4",18.253535947043
"315","Catfish","2022-09-06",4,"CH4",11.0562552083979
"316","Catfish","2022-09-06",4,"CH4",9.18236067709766
"317","Catfish","2022-09-06",4,"CH4",27.3333912178256
"318","Catfish","2022-09-06",4,"CH4",25.5059429206985
"319","Catfish","2022-09-06",4,"CH4",9.32032891714523
"320","Catfish","2022-09-06",4,"CH4",15.9483425829771
"321","Catfish","2022-09-06",4,"CH4",24.4032700771499
"322","Catfish","2022-09-06",4,"CH4",8.95268564199767
"323","Catfish","2022-09-06",4,"CH4",16.7843742255027
"324","Catfish","2022-09-06",4,"CH4",14.3104366287676
"325","Catfish","2022-09-06",4,"CH4",20.4097011083318
"326","Catfish","2022-09-06",5,"CH4",5.20469546887224
"327","Catfish","2022-09-06",5,"CH4",5.98828244126337
"328","Catfish","2022-09-06",5,"CH4",4.9997988073421
"329","Catfish","2022-09-06",5,"CH4",5.428537506661
"330","Catfish","2022-09-06",5,"CH4",5.77711796010666
"331","Catfish","2022-09-06",5,"CH4",6.15773442082208
"332","Catfish","2022-09-06",5,"CH4",8.82592205214737
"333","Catfish","2022-09-06",5,"CH4",5.55262448645957
"334","Catfish","2022-09-06",5,"CH4",5.92246418939345
"335","Catfish","2022-09-06",5,"CH4",7.41920751414967
"336","Catfish","2022-09-06",5,"CH4",5.54269832125546
"337","Catfish","2022-09-06",5,"CH4",5.27365381224861
"338","Catfish","2022-09-06",5,"CH4",5.63757427258181
"339","Catfish","2022-09-06",5,"CH4",4.68697858397273
"340","Catfish","2022-09-06",5,"CH4",5.8652444994723
"341","Catfish","2022-09-06",5,"CH4",5.30800927387433
"342","Catfish","2022-09-06",5,"CH4",6.00780017655902
"343","Catfish","2022-09-06",5,"CH4",5.99820474371762
"344","Catfish","2022-09-06",5,"CH4",6.53260292313445
"345","Catfish","2022-09-06",5,"CH4",5.56014923244597
"346","Catfish","2022-09-06",5,"CH4",6.32240540964096
"347","Catfish","2022-09-06",5,"CH4",7.85984517767016
"348","Catfish","2022-09-06",5,"CH4",6.20383118323857
"349","Catfish","2022-09-06",5,"CH4",6.76620780725687
"350","Catfish","2022-09-06",5,"CH4",7.69367488372683
"351","Catfish","2022-09-06",6,"CH4",5.16432778021055
"352","Catfish","2022-09-06",6,"CH4",4.16425096819284
"353","Catfish","2022-09-06",6,"CH4",4.67367779177391
"354","Catfish","2022-09-06",6,"CH4",7.15879756027824
"355","Catfish","2022-09-06",6,"CH4",6.55996379734496
"356","Catfish","2022-09-06",6,"CH4",5.60052294223196
"357","Catfish","2022-09-06",6,"CH4",6.07725237617744
"358","Catfish","2022-09-06",6,"CH4",7.12382348932433
"359","Catfish","2022-09-06",6,"CH4",5.67252485781052
"360","Catfish","2022-09-06",6,"CH4",7.3877211945476
"361","Catfish","2022-09-06",6,"CH4",4.78847845531412
"362","Catfish","2022-09-06",6,"CH4",7.90910724713687
"363","Catfish","2022-09-06",6,"CH4",3.7740874354667
"364","Catfish","2022-09-06",6,"CH4",3.83218978234386
"365","Catfish","2022-09-06",6,"CH4",5.05741462025812
"366","Catfish","2022-09-06",6,"CH4",6.13358528067075
"367","Catfish","2022-09-06",6,"CH4",5.6924781444994
"368","Catfish","2022-09-06",6,"CH4",5.48345209093772
"369","Catfish","2022-09-06",6,"CH4",4.37203305288569
"370","Catfish","2022-09-06",6,"CH4",3.94491469837872
"371","Catfish","2022-09-06",6,"CH4",6.00291265876956
"372","Catfish","2022-09-06",6,"CH4",5.21665033183742
"373","Catfish","2022-09-06",6,"CH4",6.92636470158195
"374","Catfish","2022-09-06",6,"CH4",7.72239482582234
"375","Catfish","2022-09-06",6,"CH4",4.71306342011023
"376","Catfish","2022-09-06",7,"CH4",10.9621822941877
"377","Catfish","2022-09-06",7,"CH4",11.3318774520378
"378","Catfish","2022-09-06",7,"CH4",7.53772019096804
"379","Catfish","2022-09-06",7,"CH4",8.32580068463481
"380","Catfish","2022-09-06",7,"CH4",7.86636359269092
"381","Catfish","2022-09-06",7,"CH4",7.007415293346
"382","Catfish","2022-09-06",7,"CH4",7.52765472387113
"383","Catfish","2022-09-06",7,"CH4",9.06588575149815
"384","Catfish","2022-09-06",7,"CH4",8.34180375779067
"385","Catfish","2022-09-06",7,"CH4",10.16827859731
"386","Catfish","2022-09-06",7,"CH4",7.82386987686312
"387","Catfish","2022-09-06",7,"CH4",7.1804322050428
"388","Catfish","2022-09-06",7,"CH4",9.9763139938057
"389","Catfish","2022-09-06",7,"CH4",8.91726046292757
"390","Catfish","2022-09-06",7,"CH4",7.26758798785345
"391","Catfish","2022-09-06",7,"CH4",8.32256086398011
"392","Catfish","2022-09-06",7,"CH4",7.47925465557995
"393","Catfish","2022-09-06",7,"CH4",8.71494054331912
"394","Catfish","2022-09-06",7,"CH4",7.37386914164643
"395","Catfish","2022-09-06",7,"CH4",9.18076716585872
"396","Catfish","2022-09-06",7,"CH4",6.62154236068761
"397","Catfish","2022-09-06",7,"CH4",7.3644724279335
"398","Catfish","2022-09-06",7,"CH4",7.15085802875407
"399","Catfish","2022-09-06",7,"CH4",7.82324833483344
"400","Catfish","2022-09-06",7,"CH4",7.8213358245176
"401","Catfish","2022-09-06",8,"CH4",6.94225726676146
"402","Catfish","2022-09-06",8,"CH4",9.72445328357575
"403","Catfish","2022-09-06",8,"CH4",11.3344093647913
"404","Catfish","2022-09-06",8,"CH4",9.41242913839274
"405","Catfish","2022-09-06",8,"CH4",8.34212055985447
"406","Catfish","2022-09-06",8,"CH4",9.81904329442733
"407","Catfish","2022-09-06",8,"CH4",9.68746333274529
"408","Catfish","2022-09-06",8,"CH4",10.2766545668228
"409","Catfish","2022-09-06",8,"CH4",12.0822272439093
"410","Catfish","2022-09-06",8,"CH4",13.173061778435
"411","Catfish","2022-09-06",8,"CH4",9.61122718388436
"412","Catfish","2022-09-06",8,"CH4",7.14383371001697
"413","Catfish","2022-09-06",8,"CH4",8.5646715808024
"414","Catfish","2022-09-06",8,"CH4",7.62584173247512
"415","Catfish","2022-09-06",8,"CH4",7.46212094922826
"416","Catfish","2022-09-06",8,"CH4",9.14613887776781
"417","Catfish","2022-09-06",8,"CH4",8.3586079202232
"418","Catfish","2022-09-06",8,"CH4",8.19547885377986
"419","Catfish","2022-09-06",8,"CH4",15.7372018124132
"420","Catfish","2022-09-06",8,"CH4",8.79563367100612
"421","Catfish","2022-09-06",8,"CH4",7.52838986438079
"422","Catfish","2022-09-06",8,"CH4",10.2531301209056
"423","Catfish","2022-09-06",8,"CH4",6.25103306140061
"424","Catfish","2022-09-06",8,"CH4",8.07534846113425
"425","Catfish","2022-09-06",8,"CH4",14.3830608994488
"426","Catfish","2022-09-06",9,"CH4",41.9835461858982
"427","Catfish","2022-09-06",9,"CH4",38.7443544717812
"428","Catfish","2022-09-06",9,"CH4",40.6981295153769
"429","Catfish","2022-09-06",9,"CH4",31.5683049481045
"430","Catfish","2022-09-06",9,"CH4",37.3505398836273
"431","Catfish","2022-09-06",9,"CH4",38.5222689991789
"432","Catfish","2022-09-06",9,"CH4",36.7099436313864
"433","Catfish","2022-09-06",9,"CH4",44.273636757223
"434","Catfish","2022-09-06",9,"CH4",33.3516167433
"435","Catfish","2022-09-06",9,"CH4",42.9499282963758
"436","Catfish","2022-09-06",9,"CH4",28.4175110996693
"437","Catfish","2022-09-06",9,"CH4",36.0062687895681
"438","Catfish","2022-09-06",9,"CH4",42.6165001982078
"439","Catfish","2022-09-06",9,"CH4",36.9502401304696
"440","Catfish","2022-09-06",9,"CH4",31.3182445259264
"441","Catfish","2022-09-06",9,"CH4",35.45863513228
"442","Catfish","2022-09-06",9,"CH4",39.1662230086346
"443","Catfish","2022-09-06",9,"CH4",27.7007826096632
"444","Catfish","2022-09-06",9,"CH4",43.958855696274
"445","Catfish","2022-09-06",9,"CH4",27.909579900016
"446","Catfish","2022-09-06",9,"CH4",48.6422865855829
"447","Catfish","2022-09-06",9,"CH4",41.4968426818396
"448","Catfish","2022-09-06",9,"CH4",43.5729941681231
"449","Catfish","2022-09-06",9,"CH4",32.8457572105584
"450","Catfish","2022-09-06",9,"CH4",37.3757644400064
"451","Catfish","2022-09-06",1,"CH4",4.46277923251955
"452","Catfish","2022-09-06",1,"CH4",3.50433342119278
"453","Catfish","2022-09-06",1,"CH4",3.91974476879857
"454","Catfish","2022-09-06",1,"CH4",3.90612736221532
"455","Catfish","2022-09-06",1,"CH4",3.16272800676099
"456","Catfish","2022-09-06",1,"CH4",4.38623514376194
"457","Catfish","2022-09-06",1,"CH4",2.66278457766628
"458","Catfish","2022-09-06",1,"CH4",2.88908836011768
"459","Catfish","2022-09-06",1,"CH4",2.79913333788317
"460","Catfish","2022-09-06",1,"CH4",2.39010287672203
"461","Catfish","2022-09-06",1,"CH4",2.82940917741375
"462","Catfish","2022-09-06",1,"CH4",5.57224303890029
"463","Catfish","2022-09-06",1,"CH4",2.20953092966967
"464","Catfish","2022-09-06",1,"CH4",3.29978276780042
"465","Catfish","2022-09-06",1,"CH4",4.70923617106311
"466","Catfish","2022-09-06",1,"CH4",3.61863174647046
