"change_diff_ch4","change_diff_co2","site","date","nl"
0.0169154599009131,3.41043253340339,"Deans",2022-08-16,2
0.0112430722727924,3.00215060831677,"Deans",2022-08-16,2
0.01554234581456,4.15564568408179,"Deans",2022-08-16,2
0.0107214164514044,4.01849379663955,"Deans",2022-08-16,2
0.00668458449330072,2.76055418776916,"Deans",2022-08-16,2
0.0115185554267105,3.21667392016334,"Deans",2022-08-16,2
0.0186296042127897,3.98860039273186,"Deans",2022-08-16,2
0.0115185554267105,3.21667392016334,"Deans",2022-08-16,2
0.0137371226134239,3.51521337049713,"Deans",2022-08-16,2
0.0186296042127897,3.98860039273186,"Deans",2022-08-16,2
0.0169154599009131,3.41043253340339,"Deans",2022-08-16,2
0.0106296858152604,3.27834588815531,"Deans",2022-08-16,2
0.00952892796091582,2.4239827489883,"Deans",2022-08-16,2
0.0103542026613424,3.06382257630873,"Deans",2022-08-16,2
0.0114320217190049,2.1734136498708,"Deans",2022-08-16,2
0.0061364725502701,2.51399572498268,"Deans",2022-08-16,2
0.0152844494124501,3.2790944011508,"Deans",2022-08-16,2
0.0137371226134239,3.51521337049713,"Deans",2022-08-16,2
0.0061364725502701,2.51399572498268,"Deans",2022-08-16,2
0.0189050873667077,4.20312370457844,"Deans",2022-08-16,2
0.0114320217190049,2.1734136498708,"Deans",2022-08-16,2
0.0209522918590168,4.66837214227378,"Deans",2022-08-16,2
0.0163281446196808,3.40702537158404,"Deans",2022-08-16,2
0.0114144349671968,2.83544162095521,"Deans",2022-08-16,2
0.0189050873667077,4.20312370457844,"Deans",2022-08-16,2
0.00894161267968352,2.42057558716894,"Deans",2022-08-16,2
0.0143726707635157,3.68192484237295,"Deans",2022-08-16,2
0.0126768903075695,3.74359432585065,"Deans",2022-08-16,2
0.00839872880517731,3.33872204709763,"Deans",2022-08-16,2
0.0172170142311308,3.34535340359208,"Deans",2022-08-16,2
0.0138542726789831,3.29787538309542,"Deans",2022-08-16,2
0.0109415179425747,3.06722973812808,"Deans",2022-08-16,2
0.00615405930207824,1.85196775389827,"Deans",2022-08-16,2
0.00609726921206843,2.75714702594981,"Deans",2022-08-16,2
0.0212408046189804,4.28432516751052,"Deans",2022-08-16,2
0.0169154599009131,3.41043253340339,"Deans",2022-08-16,2
0.0129654030675331,3.35954735108739,"Deans",2022-08-16,2
0.00609726921206843,2.75714702594981,"Deans",2022-08-16,2
0.00911297537408791,2.25386659980738,"Deans",2022-08-16,2
0.0140256353733875,3.13116639573386,"Deans",2022-08-16,2
0.0126732490062594,2.98336962637214,"Deans",2022-08-16,2
0.00668458449330072,2.76055418776916,"Deans",2022-08-16,2
0.00867421195909536,3.55324535894421,"Deans",2022-08-16,2
0.0109591046943828,2.40520176704367,"Deans",2022-08-16,2
0.0132642055888018,3.74700148767,"Deans",2022-08-16,2
0.00839872880517731,3.33872204709763,"Deans",2022-08-16,2
0.0106296858152604,3.27834588815531,"Deans",2022-08-16,2
0.00609726921206843,2.75714702594981,"Deans",2022-08-16,2
0.00911297537408791,2.25386659980738,"Deans",2022-08-16,2
0.00911297537408791,2.25386659980738,"Deans",2022-08-16,2
0.00894161267968352,2.42057558716894,"Deans",2022-08-16,2
0.0135527183487654,3.36295451290674,"Deans",2022-08-16,2
0.00472388256861123,1.87074873584289,"Deans",2022-08-16,2
0.0129487321601775,3.19789293821872,"Deans",2022-08-16,2
0.01554234581456,4.15564568408179,"Deans",2022-08-16,2
0.0152844494124501,3.2790944011508,"Deans",2022-08-16,2
0.0132741185320355,3.2283954570017,"Deans",2022-08-16,3
0.00735042834635812,2.64869998415271,"Deans",2022-08-16,3
0.0119093155371628,2.91822983187147,"Deans",2022-08-16,3
0.0103632846405515,2.9718651318292,"Deans",2022-08-16,3
0.0122338729525153,3.17316287326462,"Deans",2022-08-16,3
0.0113050112949907,3.40069645792239,"Deans",2022-08-16,3
0.0113167357961961,2.95934447719945,"Deans",2022-08-16,3
0.0159449209560632,4.29572861367027,"Deans",2022-08-16,3
0.00888770446836815,2.57076392373448,"Deans",2022-08-16,3
0.0159449209560632,4.29572861367027,"Deans",2022-08-16,3
0.0183790904974707,4.07134931082586,"Deans",2022-08-16,3
0.0142764989731013,2.94651212920731,"Deans",2022-08-16,3
0.0100013620575473,3.58396277178166,"Deans",2022-08-16,3
0.0111330803602508,2.81632893596839,"Deans",2022-08-16,3
0.0132741185320355,3.2283954570017,"Deans",2022-08-16,3
0.0111330803602508,2.81632893596839,"Deans",2022-08-16,3
0.0117256601012175,2.77521429064042,"Deans",2022-08-16,3
0.0098294311228074,2.99959524982766,"Deans",2022-08-16,3
0.008686668248223,2.61415001027535,"Deans",2022-08-16,3
0.0168447841020648,3.68363263006065,"Deans",2022-08-16,3
0.018186748657495,4.3273806273347,"Deans",2022-08-16,3
0.00622504625597352,2.07685311682847,"Deans",2022-08-16,3
0.0105711727254276,2.83112103181105,"Deans",2022-08-16,3
0.0138003345938276,3.66974909406748,"Deans",2022-08-16,3
0.0151157083324764,3.04513079948527,"Deans",2022-08-16,3
0.0103055955020811,2.2763582849675,"Deans",2022-08-16,3
0.0105828972266331,2.38976905108811,"Deans",2022-08-16,3
0.0108981752430478,2.23524363963952,"Deans",2022-08-16,3
0.0121196311562457,3.28430219817233,"Deans",2022-08-16,3
0.0144081870264505,3.40119546658605,"Deans",2022-08-16,3
0.0126698142898634,3.71086208305261,"Deans",2022-08-16,3
0.0132623940308301,3.66974743772464,"Deans",2022-08-16,3
0.0118975910359574,3.35958181259441,"Deans",2022-08-16,3
0.0124349091726605,3.12977678672374,"Deans",2022-08-16,3
0.0150031943016239,3.86689728757708,"Deans",2022-08-16,3
0.0100416496517606,3.4873263900663,"Deans",2022-08-16,3
0.0103632846405515,2.9718651318292,"Deans",2022-08-16,3
0.0168447841020648,3.68363263006065,"Deans",2022-08-16,3
0.0143995006224201,3.80024232432594,"Deans",2022-08-16,3
0.00766570636277286,2.49417457270412,"Deans",2022-08-16,3
0.014869078714068,2.90539748387934,"Deans",2022-08-16,3
0.0161285763920085,4.43874415490132,"Deans",2022-08-16,3
0.015103983831271,3.48648278020821,"Deans",2022-08-16,3
0.00432881727756345,2.30123407601571,"Deans",2022-08-16,3
0.016652442262089,3.93966394656949,"Deans",2022-08-16,3
0.0166500147278823,3.43284748025049,"Deans",2022-08-16,3
0.00945420812437347,2.9154811790849,"Deans",2022-08-16,3
0.00903686633002171,2.44340435104583,"Deans",2022-08-16,3
0.0115585068923958,3.63809708040304,"Deans",2022-08-16,3
0.0135807021682809,2.86122481558515,"Deans",2022-08-16,3
0.00999031748566638,2.43088369641608,"Deans",2022-08-16,3
0.0128621561298392,3.45483076654377,"Deans",2022-08-16,3
0.0145801179611905,3.98556298854004,"Deans",2022-08-16,3
0.0120346712716695,2.91486011554288,"Deans",2022-08-16,3
0.0158225298697127,2.89287682924959,"Deans",2022-08-16,3
0.0121196311562457,3.28430219817233,"Deans",2022-08-16,3
0.0117421623283411,3.7811126216341,"Deans",2022-08-16,3
0.00766570636277286,2.49417457270412,"Deans",2022-08-16,3
0.012426214792491,2.91713155675578,"Deans",2022-08-16,3
0.0128738806310446,3.01347878582083,"Deans",2022-08-16,3
0.0114646788990531,2.57996089498995,"Deans",2022-08-16,3
0.00737953363176334,2.02094637565784,"Deans",2022-08-16,3
0.0159449209560632,4.29572861367027,"Deans",2022-08-16,3
0.0108864507418424,2.67659562036246,"Deans",2022-08-16,3
0.00903686633002171,2.44340435104583,"Deans",2022-08-16,3
0.0101622484204063,3.01525121837007,"Deans",2022-08-16,3
0.00563246651500683,2.11796776215644,"Deans",2022-08-16,3
0.00678695389079666,2.06206102098581,"Deans",2022-08-16,3
0.0132450132466303,3.85614906549657,"Deans",2022-08-16,3
0.00716677291041276,2.50568444292165,"Deans",2022-08-16,3
0.0120346712716695,2.91486011554288,"Deans",2022-08-16,3
0.00583350273515199,2.07458167561556,"Deans",2022-08-16,3
0.008686668248223,2.61415001027535,"Deans",2022-08-16,3
0.0106971390229027,2.2786297261804,"Deans",2022-08-16,3
0.0161285763920085,4.43874415490132,"Deans",2022-08-16,3
0.0100416496517606,3.4873263900663,"Deans",2022-08-16,3
0.015103983831271,3.48648278020821,"Deans",2022-08-16,3
0.0153487930246457,4.12293026042876,"Deans",2022-08-16,3
0.00828340022619604,3.05323054978539,"Deans",2022-08-16,3
0.0170439857829106,3.94193538778239,"Deans",2022-08-16,3
0.0113167357961961,2.95934447719945,"Deans",2022-08-16,3
0.0106854145216972,2.71998170690334,"Deans",2022-08-16,3
0.0128621561298392,3.45483076654377,"Deans",2022-08-16,3
0.0168219456626223,4.01721500220448,"Deans",2022-08-16,3
0.0128510421916021,3.34706115796466,"Deans",2022-08-16,3
0.0124758191931681,3.2629470872219,"Deans",2022-08-16,3
0.00910860940135173,2.65944820623322,"Deans",2022-08-16,3
0.00903050935764558,2.80434019783435,"Deans",2022-08-16,3
0.0146680424939228,2.94878357042022,"Deans",2022-08-16,3
0.00885859918296293,3.19851753222934,"Deans",2022-08-16,3
0.0135807021682809,2.86122481558515,"Deans",2022-08-16,3
0.00851602966038505,2.70056285156119,"Deans",2022-08-16,3
0.00721238042294167,2.88382916542046,"Deans",2022-08-16,3
0.0120235573334324,2.80709050696377,"Deans",2022-08-16,3
0.0115702313936012,3.1967450996801,"Deans",2022-08-16,3
0.0168336701638277,3.57586302148154,"Deans",2022-08-16,3
0.0181984731587004,3.88602864661177,"Deans",2022-08-16,3
0.00766570636277286,2.49417457270412,"Deans",2022-08-16,3
0.0142764989731013,2.94651212920731,"Deans",2022-08-16,3
0.0128586079393883,3.24091776797429,"Deans",2022-08-16,3
0.0162507318217905,3.31222390237144,"Deans",2022-08-16,4
0.0151685545428563,3.18826867722462,"Deans",2022-08-16,4
0.0139635410304279,3.76153114260859,"Deans",2022-08-16,4
0.0102187955387878,2.92984271628156,"Deans",2022-08-16,4
0.00721208661196571,2.06401124873481,"Deans",2022-08-16,4
0.00657009906279834,2.27372140592806,"Deans",2022-08-16,4
0.012327660594324,3.20475614194458,"Deans",2022-08-16,4
0.0108402605728936,3.21184778184161,"Deans",2022-08-16,4
0.0101331141915856,3.01319720996234,"Deans",2022-08-16,4
0.00791838160279515,2.38563474330471,"Deans",2022-08-16,4
0.00905830310615283,2.46698391881998,"Deans",2022-08-16,4
0.0129570676138553,3.27872014465305,"Deans",2022-08-16,4
0.0109451724199305,2.80923426269383,"Deans",2022-08-16,4
0.0121834042143422,3.39677962932622,"Deans",2022-08-16,4
0.0152691412335233,3.90939352999792,"Deans",2022-08-16,4
0.0119469457020311,3.51267368791265,"Deans",2022-08-16,4
0.00784149363149703,2.13797525144328,"Deans",2022-08-16,4
0.0150828731956541,3.2716231709054,"Deans",2022-08-16,4
0.0114836240265355,2.7758709914514,"Deans",2022-08-16,4
0.00983808064649497,3.23776026224963,"Deans",2022-08-16,4
0.0114664951969536,3.02605777055927,"Deans",2022-08-16,4
0.0129023462412603,2.92766924612187,"Deans",2022-08-16,4
0.00970913244544002,2.79948462078413,"Deans",2022-08-16,4
0.00549625723754202,2.23059338721557,"Deans",2022-08-16,4
0.0159469049007957,3.86780094020093,"Deans",2022-08-16,4
0.0133341340108966,3.68756713990013,"Deans",2022-08-16,4
0.00656130568689427,2.60473539147026,"Deans",2022-08-16,4
0.0139626945561406,3.52243967763984,"Deans",2022-08-16,4
0.00780833085721002,2.86126677256044,"Deans",2022-08-16,4
0.00985338882542182,2.6074611334025,"Deans",2022-08-16,4
0.00899404407870651,2.80887511175645,"Deans",2022-08-16,4
0.00541057589033983,2.31394788089635,"Deans",2022-08-16,4
0.00739705882577201,2.16881123543926,"Deans",2022-08-16,4
0.0120912020820129,3.32065020053102,"Deans",2022-08-16,4
0.0109757235769714,3.35083828000218,"Deans",2022-08-16,4
0.00763351733808307,2.05291717685283,"Deans",2022-08-16,4
0.00997577094552578,3.02751120452262,"Deans",2022-08-16,4
0.0123978953107789,3.18255256061175,"Deans",2022-08-16,4
0.0159556982766998,3.53678695465873,"Deans",2022-08-16,4
0.00657009906279834,2.27372140592806,"Deans",2022-08-16,4
0.0118179975009762,3.07439804644716,"Deans",2022-08-16,4
0.0107856018789176,3.17278781314169,"Deans",2022-08-16,4
0.0160911612807776,3.6757774528193,"Deans",2022-08-16,4
0.0112423977849424,3.16246693512923,"Deans",2022-08-16,4
0.0101251722061601,3.22123827281392,"Deans",2022-08-16,4
0.0141096180610648,3.94962000496622,"Deans",2022-08-16,4
0.0129941395560232,3.97980808443738,"Deans",2022-08-16,4
0.0149575082890379,3.91878526322737,"Deans",2022-08-16,4
0.0109053525819644,2.55723614094236,"Deans",2022-08-16,4
0.0111134651539304,3.45809993592547,"Deans",2022-08-16,4
0.0133512628404785,3.43738036079226,"Deans",2022-08-16,4
0.00654827009874443,2.74453661229921,"Deans",2022-08-16,4
0.0132637608426213,3.14062250473378,"Deans",2022-08-16,4
0.0119793306857727,3.4161698800475,"Deans",2022-08-16,4
0.0141096180610648,3.94962000496622,"Deans",2022-08-16,4
0.0149404314842231,3.38498994224539,"Deans",2022-08-16,4
0.00869386565296331,2.6476876083708,"Deans",2022-08-16,4
0.0103923132338519,3.2052219396011,"Deans",2022-08-16,4
0.0117772816671517,2.77757457236108,"Deans",2022-08-16,4
0.0125379087880708,3.10837293567269,"Deans",2022-08-16,4
0.0160911612807776,3.6757774528193,"Deans",2022-08-16,4
0.00771612872488077,2.78513734376525,"Deans",2022-08-16,4
0.0120007530055286,3.67470657930319,"Deans",2022-08-16,4
0.0116514674107599,3.13085775726372,"Deans",2022-08-16,4
0.0169505120095971,3.93313254024625,"Deans",2022-08-16,4
0.0101331141915856,3.01319720996234,"Deans",2022-08-16,4
0.0116571417215996,3.05125021477094,"Deans",2022-08-16,4
0.0162507318217905,3.31222390237144,"Deans",2022-08-16,4
0.00570423353095598,2.31565146180603,"Deans",2022-08-16,4
0.0108482025583191,3.00380671899003,"Deans",2022-08-16,4
0.0120544560132872,2.95850398786072,"Deans",2022-08-16,4
0.0151597611669523,3.51928266276682,"Deans",2022-08-16,4
0.0102545716568929,3.09796028367781,"Deans",2022-08-16,4
0.0156620406360837,3.53508337374905,"Deans",2022-08-16,4
0.0074141356305868,2.70260655642124,"Deans",2022-08-16,4
0.0124900974431082,3.25868198940695,"Deans",2022-08-16,4
0.0106820659363552,3.34913469909251,"Deans",2022-08-16,4
0.012643147198994,2.73564451648311,"Deans",2022-08-16,4
0.0128166648940581,3.01102373980265,"Deans",2022-08-16,4
0.0139692153412676,3.68192360011582,"Deans",2022-08-16,4
0.0100041659905307,2.57492156849685,"Deans",2022-08-16,4
0.012529573334393,3.02754572923835,"Deans",2022-08-16,4
0.0118434097594688,3.68902057386347,"Deans",2022-08-16,4
0.00884464281807217,2.61514804346514,"Deans",2022-08-16,4
0.0116973327288319,3.50093171150584,"Deans",2022-08-16,4
0.00549625723754202,2.23059338721557,"Deans",2022-08-16,4
0.0159556982766998,3.53678695465873,"Deans",2022-08-16,4
0.0132655814932763,3.52073485447304,"Deans",2022-08-16,4
0.0126570943530452,3.37457729025051,"Deans",2022-08-16,4
0.00753904261497681,2.46728565607581,"Deans",2022-08-16,4
0.0158062970160655,3.34305988636742,"Deans",2022-08-16,4
0.0159469049007957,3.86780094020093,"Deans",2022-08-16,4
0.0119451250513761,3.1325613381734,"Deans",2022-08-16,4
0.0103752364290372,2.67142661861912,"Deans",2022-08-16,4
0.00657009906279834,2.27372140592806,"Deans",2022-08-16,4
0.0131064688744896,3.47244721294436,"Deans",2022-08-16,4
0.0150326336165524,3.46111937104058,"Deans",2022-08-16,4
0.0123481136539034,2.9602075687704,"Deans",2022-08-16,4
0.00983151456554398,3.21953469190425,"Deans",2022-08-16,4
0.00795258723719183,2.66924328517881,"Deans",2022-08-16,4
0.00617393543841148,2.348970680477,"Deans",2022-08-16,5
0.0116044446407548,2.71099677614319,"Deans",2022-08-16,5
0.011639058123837,3.12830088426021,"Deans",2022-08-16,5
0.0106030103210766,2.72233317934416,"Deans",2022-08-16,5
0.0108449830379718,3.29325707117219,"Deans",2022-08-16,5
0.00820754451589308,2.63320700390297,"Deans",2022-08-16,5
0.0129561680047425,3.4218354295612,"Deans",2022-08-16,5
0.0130893920769155,3.37666766090795,"Deans",2022-08-16,5
0.0106903785237982,2.51756963658929,"Deans",2022-08-16,5
0.00787670881812106,2.47164090062057,"Deans",2022-08-16,5
0.0110715733575562,3.64781539340925,"Deans",2022-08-16,5
0.0146796791488408,3.07954503798471,"Deans",2022-08-16,5
0.0138030365416198,3.33339146753701,"Deans",2022-08-16,5
0.0103258029147596,3.1955540496179,"Deans",2022-08-16,5
0.00967326286883925,2.62616656017711,"Deans",2022-08-16,5
0.00983656097542268,3.0619889336351,"Deans",2022-08-16,5
0.00991031789560266,2.75587722404654,"Deans",2022-08-16,5
0.0135929176925405,3.43583886307472,"Deans",2022-08-16,5
0.0103187682140364,3.46036523805166,"Deans",2022-08-16,5
0.0133736729153283,3.33721547796013,"Deans",2022-08-16,5
0.0105736259221304,3.01974312301731,"Deans",2022-08-16,5
0.0117362240960829,3.19611134323259,"Deans",2022-08-16,5
0.0134460321765157,3.05397037494239,"Deans",2022-08-16,5
0.0114219045740346,3.49555946823169,"Deans",2022-08-16,5
0.0115666988626496,3.41154598727795,"Deans",2022-08-16,5
0.00977923145633655,3.0067565343387,"Deans",2022-08-16,5
0.0124530890780847,3.104585469501,"Deans",2022-08-16,5
0.00692813824092387,2.51355422926377,"Deans",2022-08-16,5
0.0106904875466398,3.17021421290341,"Deans",2022-08-16,5
0.0107837447712096,2.9172957274796,"Deans",2022-08-16,5
0.0100309396276898,2.72984557212201,"Deans",2022-08-16,5
0.0150352269934209,3.05487625078792,"Deans",2022-08-16,5
0.00813899943813133,2.6998905988476,"Deans",2022-08-16,5
0.0110786080582795,3.38300420497549,"Deans",2022-08-16,5
0.0109254136591328,3.17157707763115,"Deans",2022-08-16,5
0.00857930257986917,3.0416358545144,"Deans",2022-08-16,5
0.0123911320120789,3.16453663390529,"Deans",2022-08-16,5
0.0138188268997421,3.88877552346428,"Deans",2022-08-16,5
0.00981238841889472,3.11997076266431,"Deans",2022-08-16,5
0.0115093693435635,3.35631358798155,"Deans",2022-08-16,5
0.0137820845023894,3.34312361620557,"Deans",2022-08-16,5
0.0131369292825691,3.48100563792227,"Deans",2022-08-16,5
0.0156017195066084,3.61626492623524,"Deans",2022-08-16,5
0.0141009400925118,3.02239566561509,"Deans",2022-08-16,5
0.00846244095535969,2.8911647646283,"Deans",2022-08-16,5
0.0138904549056516,3.45431601473403,"Deans",2022-08-16,5
0.00855193807235183,2.81474902101511,"Deans",2022-08-16,5
0.0116708995356187,3.21454525781656,"Deans",2022-08-16,5
0.0129117954835087,3.43053719547661,"Deans",2022-08-16,5
0.0101767884844643,2.68533776234388,"Deans",2022-08-16,5
