Serial Number:20725838 --,,
,,
"Date Time, GMT -0400","Temp, (*F)",EOF
6/10/2022 14:28,94.54, 
6/10/2022 14:28,94.54, 
6/10/2022 14:28,94.62, 
6/10/2022 14:28,94.62, 
6/10/2022 14:28,94.62, 
6/10/2022 14:28,94.54, 
6/10/2022 14:28,94.62, 
6/10/2022 14:28,94.7, 
6/10/2022 14:28,94.54, 
6/10/2022 14:28,94.62, 
6/10/2022 14:28,94.62, 
6/10/2022 14:28,94.62, 
6/10/2022 14:28,94.7, 
6/10/2022 14:28,94.7, 
6/10/2022 14:28,94.7, 
6/10/2022 14:28,94.62, 
6/10/2022 14:28,94.7, 
6/10/2022 14:29,94.7, 
6/10/2022 14:29,94.7, 
6/10/2022 14:29,94.62, 
6/10/2022 14:29,94.78, 
6/10/2022 14:29,94.7, 
6/10/2022 14:29,94.7, 
6/10/2022 14:29,94.62, 
6/10/2022 14:29,94.7, 
6/10/2022 14:29,94.7, 
6/10/2022 14:29,94.7, 
6/10/2022 14:29,94.78, 
6/10/2022 14:29,94.7, 
6/10/2022 14:29,94.78, 
6/10/2022 14:29,94.7, 
6/10/2022 14:29,94.7, 
6/10/2022 14:29,94.78, 
6/10/2022 14:29,94.78, 
6/10/2022 14:29,94.78, 
6/10/2022 14:29,94.78, 
6/10/2022 14:29,94.78, 
6/10/2022 14:29,94.78, 
6/10/2022 14:29,94.78, 
6/10/2022 14:29,94.78, 
6/10/2022 14:29,94.93, 
6/10/2022 14:29,94.85, 
6/10/2022 14:29,94.93, 
6/10/2022 14:29,95.08, 
6/10/2022 14:29,95.01, 
6/10/2022 14:29,95.08, 
6/10/2022 14:29,95.24, 
6/10/2022 14:29,95.24, 
6/10/2022 14:29,95.32, 
6/10/2022 14:29,95.32, 
6/10/2022 14:29,95.32, 
6/10/2022 14:29,95.47, 
6/10/2022 14:29,95.47, 
6/10/2022 14:29,95.55, 
6/10/2022 14:29,95.55, 
6/10/2022 14:29,95.55, 
6/10/2022 14:29,95.62, 
6/10/2022 14:29,95.47, 
6/10/2022 14:29,95.47, 
6/10/2022 14:29,95.55, 
6/10/2022 14:29,95.62, 
6/10/2022 14:29,95.39, 
6/10/2022 14:29,95.47, 
6/10/2022 14:29,95.62, 
6/10/2022 14:29,95.47, 
6/10/2022 14:29,95.55, 
6/10/2022 14:29,95.47, 
6/10/2022 14:29,95.55, 
6/10/2022 14:29,95.62, 
6/10/2022 14:29,95.62, 
6/10/2022 14:29,95.7, 
6/10/2022 14:29,95.7, 
6/10/2022 14:29,95.78, 
6/10/2022 14:29,95.78, 
6/10/2022 14:29,95.93, 
6/10/2022 14:29,96.01, 
6/10/2022 14:29,96.09, 
6/10/2022 14:30,96.09, 
6/10/2022 14:30,96.24, 
6/10/2022 14:30,96.24, 
6/10/2022 14:30,96.4, 
6/10/2022 14:30,96.4, 
6/10/2022 14:30,96.55, 
6/10/2022 14:30,96.63, 
6/10/2022 14:30,96.63, 
6/10/2022 14:30,96.71, 
6/10/2022 14:30,96.94, 
6/10/2022 14:30,96.94, 
6/10/2022 14:30,97.01, 
6/10/2022 14:30,97.01, 
6/10/2022 14:30,97.09, 
6/10/2022 14:30,97.09, 
6/10/2022 14:30,97.17, 
6/10/2022 14:30,97.17, 
6/10/2022 14:30,97.32, 
6/10/2022 14:30,97.4, 
6/10/2022 14:30,97.48, 
6/10/2022 14:30,97.56, 
6/10/2022 14:30,97.56, 
6/10/2022 14:30,97.71, 
6/10/2022 14:30,97.86, 
6/10/2022 14:30,97.94, 
6/10/2022 14:30,98.1, 
6/10/2022 14:30,98.17, 
6/10/2022 14:30,98.17, 
6/10/2022 14:30,98.33, 
6/10/2022 14:30,98.33, 
6/10/2022 14:30,98.33, 
6/10/2022 14:30,98.4, 
6/10/2022 14:30,98.56, 
6/10/2022 14:30,98.56, 
6/10/2022 14:30,98.64, 
6/10/2022 14:30,98.71, 
6/10/2022 14:30,98.87, 
6/10/2022 14:30,98.87, 
6/10/2022 14:30,98.87, 
6/10/2022 14:30,99.02, 
6/10/2022 14:30,99.02, 
6/10/2022 14:30,99.18, 
6/10/2022 14:30,99.1, 
6/10/2022 14:30,99.25, 
6/10/2022 14:30,99.25, 
6/10/2022 14:30,99.33, 
6/10/2022 14:30,99.41, 
6/10/2022 14:30,99.41, 
6/10/2022 14:30,99.49, 
6/10/2022 14:30,99.49, 
6/10/2022 14:30,99.56, 
6/10/2022 14:30,99.64, 
6/10/2022 14:30,99.64, 
6/10/2022 14:30,99.79, 
6/10/2022 14:30,99.79, 
6/10/2022 14:30,99.87, 
6/10/2022 14:30,99.95, 
6/10/2022 14:30,100.03, 
6/10/2022 14:30,99.95, 
6/10/2022 14:30,100.1, 
6/10/2022 14:31,100.18, 
6/10/2022 14:31,100.26, 
6/10/2022 14:31,100.26, 
6/10/2022 14:31,100.34, 
6/10/2022 14:31,100.34, 
6/10/2022 14:31,100.41, 
6/10/2022 14:31,100.41, 
6/10/2022 14:31,100.49, 
6/10/2022 14:31,100.49, 
6/10/2022 14:31,100.57, 
6/10/2022 14:31,100.57, 
6/10/2022 14:31,100.64, 
6/10/2022 14:31,100.64, 
6/10/2022 14:31,100.72, 
6/10/2022 14:31,100.88, 
6/10/2022 14:31,100.88, 
6/10/2022 14:31,100.88, 
6/10/2022 14:31,100.95, 
6/10/2022 14:31,101.03, 
6/10/2022 14:31,100.95, 
6/10/2022 14:31,100.95, 
6/10/2022 14:31,100.88, 
6/10/2022 14:31,100.95, 
6/10/2022 14:31,100.95, 
6/10/2022 14:31,101.11, 
6/10/2022 14:31,101.03, 
6/10/2022 14:31,101.18, 
6/10/2022 14:31,101.18, 
6/10/2022 14:31,101.26, 
6/10/2022 14:31,101.26, 
6/10/2022 14:31,101.26, 
6/10/2022 14:31,101.26, 
6/10/2022 14:31,101.42, 
6/10/2022 14:31,101.42, 
6/10/2022 14:31,101.42, 
6/10/2022 14:31,101.49, 
6/10/2022 14:31,101.49, 
6/10/2022 14:31,101.57, 
6/10/2022 14:31,101.57, 
6/10/2022 14:31,101.65, 
6/10/2022 14:31,101.65, 
6/10/2022 14:31,101.73, 
6/10/2022 14:31,101.73, 
6/10/2022 14:31,101.8, 
6/10/2022 14:31,101.88, 
6/10/2022 14:31,101.88, 
6/10/2022 14:31,101.96, 
6/10/2022 14:31,101.96, 
6/10/2022 14:31,102.03, 
6/10/2022 14:31,102.03, 
6/10/2022 14:31,102.11, 
6/10/2022 14:31,102.11, 
6/10/2022 14:31,102.19, 
6/10/2022 14:31,102.34, 
6/10/2022 14:31,102.27, 
6/10/2022 14:31,102.42, 
6/10/2022 14:31,102.42, 
6/10/2022 14:31,102.42, 
6/10/2022 14:31,102.42, 
6/10/2022 14:31,102.5, 
6/10/2022 14:32,102.57, 
6/10/2022 14:32,102.57, 
6/10/2022 14:32,102.65, 
6/10/2022 14:32,102.73, 
6/10/2022 14:32,102.81, 
6/10/2022 14:32,102.81, 
6/10/2022 14:32,102.81, 
6/10/2022 14:32,102.81, 
6/10/2022 14:32,102.96, 
6/10/2022 14:32,102.88, 
6/10/2022 14:32,102.96, 
6/10/2022 14:32,103.04, 
6/10/2022 14:32,102.96, 
6/10/2022 14:32,103.12, 
6/10/2022 14:32,103.12, 
6/10/2022 14:32,103.12, 
6/10/2022 14:32,103.27, 
6/10/2022 14:32,103.19, 
6/10/2022 14:32,103.27, 
6/10/2022 14:32,103.35, 
6/10/2022 14:32,103.27, 
6/10/2022 14:32,103.42, 
6/10/2022 14:32,103.42, 
6/10/2022 14:32,103.42, 
6/10/2022 14:32,103.5, 
6/10/2022 14:32,103.58, 
6/10/2022 14:32,103.58, 
6/10/2022 14:32,103.66, 
6/10/2022 14:32,103.73, 
6/10/2022 14:32,103.66, 
6/10/2022 14:32,103.73, 
6/10/2022 14:32,103.73, 
6/10/2022 14:32,103.81, 
6/10/2022 14:32,103.89, 
6/10/2022 14:32,103.96, 
6/10/2022 14:32,103.89, 
6/10/2022 14:32,103.96, 
6/10/2022 14:32,104.04, 
6/10/2022 14:32,104.04, 
6/10/2022 14:32,104.04, 
6/10/2022 14:32,104.12, 
6/10/2022 14:32,104.12, 
6/10/2022 14:32,104.2, 
6/10/2022 14:32,104.2, 
6/10/2022 14:32,104.27, 
6/10/2022 14:32,104.27, 
6/10/2022 14:32,104.35, 
6/10/2022 14:32,104.43, 
6/10/2022 14:32,104.35, 
6/10/2022 14:32,104.43, 
6/10/2022 14:32,104.51, 
6/10/2022 14:32,104.51, 
6/10/2022 14:32,104.51, 
6/10/2022 14:32,104.58, 
6/10/2022 14:32,104.51, 
6/10/2022 14:32,104.66, 
6/10/2022 14:32,104.66, 
6/10/2022 14:32,104.66, 
6/10/2022 14:32,104.66, 
6/10/2022 14:32,104.74, 
6/10/2022 14:33,104.81, 
6/10/2022 14:33,104.74, 
6/10/2022 14:33,104.74, 
6/10/2022 14:33,104.81, 
6/10/2022 14:33,104.89, 
6/10/2022 14:33,104.89, 
6/10/2022 14:33,104.89, 
6/10/2022 14:33,104.89, 
6/10/2022 14:33,104.97, 
6/10/2022 14:33,104.97, 
6/10/2022 14:33,104.97, 
6/10/2022 14:33,105.05, 
6/10/2022 14:33,104.97, 
6/10/2022 14:33,105.05, 
6/10/2022 14:33,105.05, 
6/10/2022 14:33,105.12, 
6/10/2022 14:33,105.12, 
6/10/2022 14:33,105.2, 
6/10/2022 14:33,105.2, 
6/10/2022 14:33,105.2, 
6/10/2022 14:33,105.35, 
6/10/2022 14:33,105.35, 
6/10/2022 14:33,105.43, 
6/10/2022 14:33,105.28, 
6/10/2022 14:33,105.43, 
6/10/2022 14:33,105.51, 
6/10/2022 14:33,105.51, 
6/10/2022 14:33,105.51, 
6/10/2022 14:33,105.51, 
6/10/2022 14:33,105.59, 
6/10/2022 14:33,105.66, 
6/10/2022 14:33,105.59, 
6/10/2022 14:33,105.66, 
6/10/2022 14:33,105.66, 
6/10/2022 14:33,105.74, 
6/10/2022 14:33,105.82, 
6/10/2022 14:33,105.9, 
6/10/2022 14:33,105.82, 
6/10/2022 14:33,105.97, 
6/10/2022 14:33,105.97, 
6/10/2022 14:33,105.97, 
6/10/2022 14:33,105.97, 
6/10/2022 14:33,106.05, 
6/10/2022 14:33,106.05, 
6/10/2022 14:33,106.05, 
6/10/2022 14:33,106.2, 
6/10/2022 14:33,106.2, 
6/10/2022 14:33,106.2, 
6/10/2022 14:33,106.2, 
6/10/2022 14:33,106.2, 
6/10/2022 14:33,106.28, 
6/10/2022 14:33,106.36, 
6/10/2022 14:33,106.36, 
6/10/2022 14:33,106.44, 
6/10/2022 14:33,106.44, 
6/10/2022 14:33,106.44, 
6/10/2022 14:33,106.51, 
6/10/2022 14:33,106.51, 
6/10/2022 14:33,106.51, 
6/10/2022 14:33,106.44, 
6/10/2022 14:34,106.44, 
6/10/2022 14:34,106.51, 
6/10/2022 14:34,106.59, 
6/10/2022 14:34,106.59, 
6/10/2022 14:34,106.67, 
6/10/2022 14:34,106.74, 
6/10/2022 14:34,106.82, 
6/10/2022 14:34,106.9, 
6/10/2022 14:34,106.9, 
6/10/2022 14:34,106.98, 
6/10/2022 14:34,107.13, 
6/10/2022 14:34,107.36, 
6/10/2022 14:34,107.36, 
6/10/2022 14:34,107.52, 
6/10/2022 14:34,107.67, 
6/10/2022 14:34,107.83, 
6/10/2022 14:34,108.13, 
6/10/2022 14:34,108.21, 
6/10/2022 14:34,108.44, 
6/10/2022 14:34,108.52, 
6/10/2022 14:34,108.37, 
6/10/2022 14:34,108.52, 
6/10/2022 14:34,108.6, 
6/10/2022 14:34,108.44, 
6/10/2022 14:34,108.6, 
6/10/2022 14:34,108.6, 
6/10/2022 14:34,108.68, 
6/10/2022 14:34,108.91, 
6/10/2022 14:34,108.75, 
6/10/2022 14:34,108.91, 
6/10/2022 14:34,109.06, 
6/10/2022 14:34,109.14, 
6/10/2022 14:34,109.14, 
6/10/2022 14:34,109.14, 
6/10/2022 14:34,109.14, 
6/10/2022 14:34,109.14, 
6/10/2022 14:34,109.14, 
6/10/2022 14:34,109.14, 
6/10/2022 14:34,109.14, 
6/10/2022 14:34,109.29, 
6/10/2022 14:34,109.14, 
6/10/2022 14:34,108.98, 
6/10/2022 14:34,108.91, 
6/10/2022 14:34,108.83, 
6/10/2022 14:34,108.68, 
6/10/2022 14:34,108.6, 
6/10/2022 14:34,108.6, 
6/10/2022 14:34,108.44, 
6/10/2022 14:34,108.29, 
6/10/2022 14:34,108.21, 
6/10/2022 14:34,108.06, 
6/10/2022 14:34,108.06, 
6/10/2022 14:34,108.06, 
6/10/2022 14:34,107.98, 
6/10/2022 14:34,107.98, 
6/10/2022 14:34,107.98, 
6/10/2022 14:34,108.06, 
6/10/2022 14:34,108.06, 
6/10/2022 14:34,107.98, 
6/10/2022 14:34,107.98, 
6/10/2022 14:35,107.83, 
6/10/2022 14:35,107.59, 
6/10/2022 14:35,107.52, 
6/10/2022 14:35,107.52, 
6/10/2022 14:35,107.44, 
6/10/2022 14:35,107.29, 
6/10/2022 14:35,107.21, 
6/10/2022 14:35,107.05, 
6/10/2022 14:35,106.98, 
6/10/2022 14:35,106.9, 
6/10/2022 14:35,106.9, 
6/10/2022 14:35,106.67, 
6/10/2022 14:35,106.59, 
6/10/2022 14:35,106.51, 
6/10/2022 14:35,106.51, 
6/10/2022 14:35,106.36, 
6/10/2022 14:35,106.36, 
6/10/2022 14:35,106.28, 
6/10/2022 14:35,106.2, 
6/10/2022 14:35,106.13, 
6/10/2022 14:35,106.05, 
6/10/2022 14:35,106.05, 
6/10/2022 14:35,105.9, 
6/10/2022 14:35,105.82, 
6/10/2022 14:35,105.82, 
6/10/2022 14:35,105.74, 
6/10/2022 14:35,105.66, 
6/10/2022 14:35,105.59, 
6/10/2022 14:35,105.51, 
6/10/2022 14:35,105.51, 
6/10/2022 14:35,105.51, 
6/10/2022 14:35,105.43, 
6/10/2022 14:35,105.35, 
6/10/2022 14:35,105.35, 
6/10/2022 14:35,105.43, 
6/10/2022 14:35,105.35, 
6/10/2022 14:35,105.43, 
6/10/2022 14:35,105.43, 
6/10/2022 14:35,105.51, 
6/10/2022 14:35,105.43, 
6/10/2022 14:35,105.43, 
6/10/2022 14:35,105.51, 
6/10/2022 14:35,105.43, 
6/10/2022 14:35,105.43, 
6/10/2022 14:35,105.51, 
6/10/2022 14:35,105.51, 
6/10/2022 14:35,105.59, 
6/10/2022 14:35,105.59, 
6/10/2022 14:35,105.59, 
6/10/2022 14:35,105.59, 
6/10/2022 14:35,105.59, 
6/10/2022 14:35,105.66, 
6/10/2022 14:35,105.66, 
6/10/2022 14:35,105.66, 
6/10/2022 14:35,105.74, 
6/10/2022 14:35,105.74, 
6/10/2022 14:35,105.66, 
6/10/2022 14:35,105.74, 
6/10/2022 14:35,105.74, 
6/10/2022 14:35,105.74, 
6/10/2022 14:36,105.74, 
6/10/2022 14:36,105.82, 
6/10/2022 14:36,105.9, 
6/10/2022 14:36,105.74, 
6/10/2022 14:36,105.9, 
